6430,1_Does/Does Not
6430,2_Action Third Party
6430,3_Identifiability
5514,3_Purpose
7309,3_Purpose
138,1_Collection Mode
1186,0_Third Party Entity
697,0_Third Party Entity
711,4_Personal Information Type
712,4_Personal Information Type
1644,0_Choice Type
1303,4_Personal Information Type
1304,4_Personal Information Type
1305,4_Personal Information Type
1306,4_Personal Information Type
1307,4_Personal Information Type
1308,4_Personal Information Type
1309,4_Personal Information Type
1426,0_Does/Does Not
1427,0_Does/Does Not
1443,1_Collection Mode
1445,1_Collection Mode
1446,1_Collection Mode
1447,1_Collection Mode
1450,1_Collection Mode
1788,4_Personal Information Type
1577,4_Personal Information Type
1916,3_Identifiability
1917,3_Identifiability
1918,3_Identifiability
1919,3_Identifiability
2055,3_Identifiability
2094,0_Does/Does Not
2095,0_Does/Does Not
2104,1_Does/Does Not
2173,1_Collection Mode
2175,1_Collection Mode
2368,3_Identifiability
2370,3_Identifiability
2371,3_Identifiability
2373,3_Identifiability
3391,3_Identifiability
3392,3_Identifiability
3393,3_Identifiability
3394,3_Identifiability
3518,1_Collection Mode
2941,2_Action Third Party
2941,4_Personal Information Type
2942,2_Action Third Party
2942,4_Personal Information Type
3724,0_Does/Does Not
3724,2_Action First-Party
3725,0_Does/Does Not
3725,2_Action First-Party
3032,3_Identifiability
3033,3_Identifiability
3121,4_Personal Information Type
3122,4_Personal Information Type
3123,4_Personal Information Type
3124,4_Personal Information Type
3125,3_Identifiability
3140,2_Action Third Party
9620,2_Personal Information Type
21299,0_Third Party Entity
21305,1_Does/Does Not
21306,1_Does/Does Not
8831,0_Does/Does Not
8832,0_Does/Does Not
8833,0_Does/Does Not
8835,0_Does/Does Not
8836,0_Does/Does Not
8837,0_Does/Does Not
8839,0_Does/Does Not
8840,0_Does/Does Not
8841,0_Does/Does Not
8843,0_Does/Does Not
8844,0_Does/Does Not
8845,0_Does/Does Not
9550,1_Collection Mode
9551,1_Collection Mode
9588,1_Collection Mode
13922,3_Identifiability
13923,3_Identifiability
13924,3_Identifiability
13726,5_Purpose
15319,3_Identifiability
15385,3_Identifiability
18369,3_Identifiability
18371,3_Identifiability
18372,3_Identifiability
18373,3_Identifiability
18704,4_Personal Information Type
21528,3_Identifiability
21529,3_Identifiability
21530,3_Identifiability
21531,3_Identifiability
21553,3_Purpose
20627,3_Identifiability
20627,4_Personal Information Type
20628,3_Identifiability
20629,3_Identifiability
20630,3_Identifiability
20640,0_Does/Does Not
21000,2_User Type
14002,3_Identifiability
14002,4_Personal Information Type
14004,3_Identifiability
14005,3_Identifiability
14254,2_Action First-Party
14254,4_Personal Information Type
14254,6_User Type
14256,4_Personal Information Type
