20143,1_Third Party Entity
16462,6_Purpose
16463,6_Purpose
16464,6_Purpose
9644,2_Collection Mode
9645,2_Collection Mode
9646,2_Collection Mode
9647,2_Collection Mode
9095,6_Purpose
2366,3_Action Third Party
1767,6_Purpose
1769,6_Purpose
1771,6_Purpose
2458,6_Purpose
2460,6_Purpose
3553,1_Other Type
3547,5_Personal Information Type
4046,5_Personal Information Type
8883,1_Security Measure
23791,6_Purpose
23793,6_Purpose
23794,6_Purpose
23795,6_Purpose
23796,6_Purpose
23797,6_Purpose
23798,6_Purpose
23799,6_Purpose
7853,8_Choice Type
8933,1_Access Type
23957,1_Choice Type
7544,3_Personal Information Type
7547,5_Personal Information Type
14480,5_Personal Information Type
14486,3_Personal Information Type
7722,3_Action First-Party
4597,1_Other Type
10219,1_Other Type
11142,2_Choice Scope
21526,1_Other Type
25590,1_Other Type
13193,6_Purpose
15770,1_Other Type
16857,1_Other Type
25507,2_Collection Mode
4271,1_Other Type
6773,1_Other Type
6908,1_Audience Type
6903,1_Other Type
11265,1_Other Type
3088,1_Audience Type
4618,5_Personal Information Type
4648,9_Choice Scope
4652,6_Purpose
7945,6_Purpose
4148,3_Action First-Party
4148,1_Does/Does Not
21061,9_Choice Scope
21062,9_Choice Scope
21063,9_Choice Scope
1929,1_Other Type
1856,1_Other Type
6948,2_Notification Type
6972,1_Other Type
6957,1_Other Type
21312,2_Does/Does Not
3419,1_Does/Does Not
3420,1_Does/Does Not
3421,1_Does/Does Not
3422,1_Does/Does Not
275,1_Other Type
719,4_Purpose
720,4_Purpose
682,1_Other Type
13850,1_Security Measure
6302,1_Other Type
7034,1_Other Type
14024,5_Personal Information Type
14973,1_Audience Type
18828,1_Audience Type
18833,1_Other Type
14994,1_Audience Type
18851,1_Audience Type
22658,1_Audience Type
22627,1_Audience Type
8006,1_Other Type
8015,6_Purpose
18178,6_Purpose
1303,3_Action First-Party
1304,3_Action First-Party
1305,3_Action First-Party
1306,3_Action First-Party
1307,3_Action First-Party
1308,3_Action First-Party
1309,3_Action First-Party
2110,6_Purpose
2110,1_Does/Does Not
6444,6_Purpose
6445,6_Purpose
6446,6_Purpose
6447,6_Purpose
7223,6_Purpose
7224,6_Purpose
7140,1_Other Type
8346,5_Personal Information Type
8349,5_Personal Information Type
8366,1_Other Type
9718,3_User Type
9718,2_Access Scope
7478,3_Action First-Party
7479,3_Action First-Party
7480,3_Action First-Party
7483,1_Does/Does Not
4457,1_Choice Type
14154,1_Choice Type
8402,5_Personal Information Type
9787,5_Personal Information Type
13653,1_Other Type
7606,8_Choice Type
7607,8_Choice Type
7633,3_Personal Information Type
7634,3_Personal Information Type
16094,6_Purpose
22993,5_Personal Information Type
23018,5_Personal Information Type
23019,5_Personal Information Type
7667,6_Purpose
8747,1_Audience Type
5923,1_Third Party Entity
5923,2_Does/Does Not
5924,1_Third Party Entity
5924,2_Does/Does Not
5925,1_Third Party Entity
5925,2_Does/Does Not
5917,1_Other Type
7522,4_Purpose
14525,6_Purpose
14528,6_Purpose
15252,3_Action First-Party
15253,3_Action First-Party
22907,1_Security Measure
15281,5_Personal Information Type
15282,5_Personal Information Type
20020,5_Personal Information Type
22943,5_Personal Information Type
22947,3_Personal Information Type
23738,1_Does/Does Not
23739,1_Does/Does Not
14224,4_Purpose
14225,4_Purpose
7364,6_Purpose
7307,3_Action Third Party
16327,5_Personal Information Type
16345,5_Personal Information Type
16367,1_Other Type
17946,1_Other Type
15574,1_Other Type
15113,1_Other Type
6574,6_Purpose
6596,1_Third Party Entity
6596,6_Purpose
13931,6_Purpose
13933,6_Purpose
13934,6_Purpose
13935,6_Purpose
6755,1_Audience Type
