C2694,test_category_labeling_highlight_upitt,103,3714,0,Other,"{""Other Type"": {""endIndexInSegment"": 1003, ""startIndexInSegment"": 0, ""selectedText"": ""PRIVACY POLICY This policy describes the privacy practices of MediaNews Group, Inc., and MediaNews Group Interactive, Inc. and MediaNews Group affiliates, collectively referred to herein as \""MediaNews.\"" This Privacy Policy is applicable only to the MediaNews Web sites (\""Web site(s)\"") and does not apply to the print versions of any of the MediaNews publications. This policy does not apply to any third party web sites or to companies or persons not controlled by, affiliated with or managed by MediaNews and applies only to information collected by MediaNews on the MediaNews Web sites and not to information disclosed, obtained or used by MediaNews through other means. MediaNews may provide links to unaffiliated web sites for which this privacy policy does not apply. If you are unsure whether a web site is controlled, affiliated or managed by MediaNews, we recommend that you review the privacy policy at each linked web site to determine how that site treats your personal information."", ""value"": ""Introductory/Generic""}}",Not specified,http://www.sltrib.com/info/privacy/
C2695,test_category_labeling_highlight_upitt,103,3714,1,Policy Change,"{""Change Type"": {""endIndexInSegment"": 59, ""startIndexInSegment"": 0, ""selectedText"": ""MediaNews may change this privacy policy from time to time."", ""value"": ""Unspecified""}, ""User Choice"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Notification Type"": {""endIndexInSegment"": 120, ""startIndexInSegment"": 60, ""selectedText"": ""The revised policy will be posted on the MediaNews Web site."", ""value"": ""Unspecified""}}",Not specified,http://www.sltrib.com/info/privacy/
8439,test_category_labeling_highlight_upitt,95,3714,1,Policy Change,"{""Change Type"": {""endIndexInSegment"": 59, ""startIndexInSegment"": 0, ""selectedText"": ""MediaNews may change this privacy policy from time to time."", ""value"": ""Privacy relevant change""}, ""User Choice"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Notification Type"": {""endIndexInSegment"": 169, ""startIndexInSegment"": 60, ""selectedText"": ""The revised policy will be posted on the MediaNews Web site. Please check this page periodically for changes."", ""value"": ""Other""}}",Not specified,http://www.sltrib.com/info/privacy/
25240,test_category_labeling_highlight_fordham_ddddd,118,3714,1,Policy Change,"{""Change Type"": {""selectedText"": ""MediaNews may change this privacy policy from time to time."", ""startIndexInSegment"": 0, ""endIndexInSegment"": 59, ""value"": ""Unspecified""}, ""User Choice"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Notification Type"": {""selectedText"": ""Please check this page periodically for changes."", ""startIndexInSegment"": 121, ""endIndexInSegment"": 169, ""value"": ""General notice in privacy policy""}}",Not specified,http://www.sltrib.com/info/privacy/
8440,test_category_labeling_highlight_upitt,95,3714,2,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 172, ""startIndexInSegment"": 83, ""selectedText"": ""The Personally Identifying Information (PIN) gathered by MediaNews on MediaNews Web sites"", ""value"": ""Unspecified""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 172, ""startIndexInSegment"": 83, ""selectedText"": ""The Personally Identifying Information (PIN) gathered by MediaNews on MediaNews Web sites"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 207, ""startIndexInSegment"": 193, ""selectedText"": ""e-mail address"", ""value"": ""Contact""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": 207, ""startIndexInSegment"": 193, ""selectedText"": ""e-mail address"", ""value"": ""Unspecified""}, ""Does/Does Not"": {""endIndexInSegment"": 149, ""startIndexInSegment"": 87, ""selectedText"": ""Personally Identifying Information (PIN) gathered by MediaNews"", ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",Not specified,http://www.sltrib.com/info/privacy/
8441,test_category_labeling_highlight_upitt,95,3714,2,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 172, ""startIndexInSegment"": 83, ""selectedText"": ""The Personally Identifying Information (PIN) gathered by MediaNews on MediaNews Web sites"", ""value"": ""Unspecified""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 172, ""startIndexInSegment"": 83, ""selectedText"": ""The Personally Identifying Information (PIN) gathered by MediaNews on MediaNews Web sites"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 227, ""startIndexInSegment"": 219, ""selectedText"": ""zip code"", ""value"": ""Location""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": 207, ""startIndexInSegment"": 193, ""selectedText"": ""e-mail address"", ""value"": ""Unspecified""}, ""Does/Does Not"": {""endIndexInSegment"": 149, ""startIndexInSegment"": 87, ""selectedText"": ""Personally Identifying Information (PIN) gathered by MediaNews"", ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",Not specified,http://www.sltrib.com/info/privacy/
8442,test_category_labeling_highlight_upitt,95,3714,2,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 172, ""startIndexInSegment"": 83, ""selectedText"": ""The Personally Identifying Information (PIN) gathered by MediaNews on MediaNews Web sites"", ""value"": ""Unspecified""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 172, ""startIndexInSegment"": 83, ""selectedText"": ""The Personally Identifying Information (PIN) gathered by MediaNews on MediaNews Web sites"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 240, ""startIndexInSegment"": 229, ""selectedText"": ""age, gender"", ""value"": ""Demographic""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": 207, ""startIndexInSegment"": 193, ""selectedText"": ""e-mail address"", ""value"": ""Unspecified""}, ""Does/Does Not"": {""endIndexInSegment"": 149, ""startIndexInSegment"": 87, ""selectedText"": ""Personally Identifying Information (PIN) gathered by MediaNews"", ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",Not specified,http://www.sltrib.com/info/privacy/
8443,test_category_labeling_highlight_upitt,95,3714,2,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 172, ""startIndexInSegment"": 83, ""selectedText"": ""The Personally Identifying Information (PIN) gathered by MediaNews on MediaNews Web sites"", ""value"": ""Unspecified""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 172, ""startIndexInSegment"": 83, ""selectedText"": ""The Personally Identifying Information (PIN) gathered by MediaNews on MediaNews Web sites"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 437, ""startIndexInSegment"": 389, ""selectedText"": ""credit card numbers or other billing information"", ""value"": ""Financial""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": 207, ""startIndexInSegment"": 193, ""selectedText"": ""e-mail address"", ""value"": ""Unspecified""}, ""Does/Does Not"": {""endIndexInSegment"": 149, ""startIndexInSegment"": 87, ""selectedText"": ""Personally Identifying Information (PIN) gathered by MediaNews"", ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": 507, ""startIndexInSegment"": 457, ""selectedText"": ""contact you or to process your Web site purchases."", ""value"": ""Basic service/feature""}}",Not specified,http://www.sltrib.com/info/privacy/
9903,test_category_labeling_highlight_upitt,103,3714,2,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Action First-Party"": {""endIndexInSegment"": 172, ""startIndexInSegment"": 128, ""selectedText"": ""gathered by MediaNews on MediaNews Web sites"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 280, ""startIndexInSegment"": 193, ""selectedText"": ""e-mail address, password, zip code, age, gender and whether you are a print subscriber,"", ""value"": ""User profile""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Identifiability"": {""endIndexInSegment"": 127, ""startIndexInSegment"": 83, ""selectedText"": ""The Personally Identifying Information (PIN)"", ""value"": ""Identifiable""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",Not specified,http://www.sltrib.com/info/privacy/
9904,test_category_labeling_highlight_upitt,103,3714,2,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Action First-Party"": {""endIndexInSegment"": 172, ""startIndexInSegment"": 128, ""selectedText"": ""gathered by MediaNews on MediaNews Web sites"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 383, ""startIndexInSegment"": 281, ""selectedText"": ""but may also include your name (and/or company name), street address, and date of birth, phone numbers"", ""value"": ""Contact""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Identifiability"": {""endIndexInSegment"": 127, ""startIndexInSegment"": 83, ""selectedText"": ""The Personally Identifying Information (PIN)"", ""value"": ""Identifiable""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",Not specified,http://www.sltrib.com/info/privacy/
