14872,0,129,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
14873,1,129,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
14874,2,129,The text describes a specific data practice that is not covered by our label scheme.
14875,3,129,"You can choose not to use a service or feature to avoid the use of generic personal information by the site, which collects it for an unspecified purpose."
14876,3,129,"You can choose not to use a service or feature to avoid the use of generic personal information by the site, which uses it for an unspecified purpose."
14877,3,129,"You can choose not to use a service or feature to avoid the use of generic personal information by a third party, which collects or receives it for an unspecified purpose."
14878,4,129,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
14879,4,129,"The site collects your generic personal information for a purpose outside of our label scheme. Collection happens in an unspecified way, and your data is identifiable."
14880,5,129,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
14888,5,129,The site collects your contact information for a basic service or feature. Collection happens in an unspecified way.
14881,6,129,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
14887,6,129,The site collects your financial information for a basic service or feature. Collection happens in an unspecified way.
14882,7,129,The site collects your user profile for personalization or customization. Collection happens in an unspecified way.
14883,8,129,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
14886,8,129,The site collects your website activities for an unspecified purpose. Collection happens in an unspecified way.
14884,9,129,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
14885,9,129,The site collects your location information for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way.
14889,10,129,The site collects an information type outside of our label scheme for a purpose outside of our label scheme. Collection happens in an unspecified way.
14890,11,129,The site collects your survey data for an additional (non-basic) service or feature. Collection happens in an unspecified way.
14891,12,129,The site collects your health information for an additional (non-basic) service or feature. Collection happens in an unspecified way.
14892,13,129,The site collects an information type outside of our label scheme for an additional (non-basic) service or feature. Collection happens in an unspecified way.
14893,14,129,The text describes a specific data practice that is not covered by our label scheme.
14894,15,129,The site collects an information type outside of our label scheme for a basic service or feature. Collection happens in an unspecified way.
14895,16,129,"You can opt in for the use of generic personal information by the site, which collects it for an unspecified purpose."
14896,17,129,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
14897,18,129,The site collects your unspecified information for a basic service or feature. Collection happens in an unspecified way.
14898,18,129,The site collects your unspecified information for analytics or research. Collection happens in an unspecified way.
14899,19,129,The site collects your unspecified information for a basic service or feature. Collection happens in an unspecified way.
14900,20,129,The site collects your unspecified information for analytics or research. Collection happens in an unspecified way.
15043,21,129,The site collects your unspecified information for an additional (non-basic) service or feature. Collection happens in an unspecified way.
14901,22,129,The site collects your unspecified information for a basic service or feature. Collection happens in an unspecified way.
14902,23,129,The site collects your unspecified information for service operations or security. Collection happens in an unspecified way.
14903,24,129,The site collects your unspecified information for a basic service or feature. Collection happens in an unspecified way.
14904,25,129,The site collects your unspecified information for marketing purposes. Collection happens in an unspecified way.
14905,25,129,The site collects your unspecified information for advertising. Collection happens in an unspecified way.
14906,26,129,The site collects your unspecified information for a basic service or feature. Collection happens in an unspecified way.
14907,27,129,The site collects your unspecified information for a basic service or feature. Collection happens in an unspecified way.
14908,28,129,The site collects your unspecified information for marketing purposes. Collection happens in an unspecified way.
14909,29,129,The site collects your unspecified information for service operations or security. Collection happens in an unspecified way.
14910,29,129,The site collects your unspecified information for legal requirements. Collection happens in an unspecified way.
14911,30,129,The site collects your unspecified information for analytics or research. Collection happens in an unspecified way.
14912,31,129,The site collects your unspecified information for an additional (non-basic) service or feature. Collection happens in an unspecified way.
14913,32,129,The site collects your unspecified information for an additional (non-basic) service or feature. Collection happens in an unspecified way.
14914,33,129,The site collects your unspecified information for an additional (non-basic) service or feature. Collection happens in an unspecified way.
14915,34,129,"The site collects your generic personal information for analytics or research. Collection happens in an unspecified way, and your data is aggregated or anonymized."
14916,35,129,The text describes a specific data practice that is not covered by our label scheme.
14917,36,129,An unnamed third party does receive your unspecified personal information for an unspecified purpose.
14918,37,129,An unnamed third party does do something unspecified with unspecified information about you for a basic service or feature.
14919,38,129,A named third party does receive your contact information for an unspecified purpose. You can configure your privacy using a method outside our label scheme.
