10124,0,121,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
10123,1,121,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
10125,1,121,"When a change is made to the privacy policy that significantly affects data practices, users are notified in a manner outside of our label scheme. Users' choices regarding policy changes are not mentioned or are unclear."
10126,1,121,"When a change is made to the privacy policy that significantly affects data practices, users are personally notified. Users' choices regarding policy changes are not mentioned or are unclear."
10127,2,121,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
10128,3,121,The site collects your contact information for analytics or research. Collection happens when you explicitly provide information by some means outside of our label scheme.
10129,3,121,The site collects your generic personal information for analytics or research. Collection happens when you explicitly provide information by some means outside of our label scheme.
10130,3,121,The site collects your generic personal information for advertising. Collection happens when you explicitly provide information by some means outside of our label scheme.
10131,4,121,The site collects your contact information for a basic service or feature. Collection happens when you explicitly provide information in an unspecified way.
10132,4,121,The site collects your contact information for marketing purposes. Collection happens when you explicitly provide information in an unspecified way.
10133,5,121,The site collects your IP address or device IDs for analytics or research. Collection happens when you implicitly provide information by some means outside of our label scheme.
10134,5,121,The site collects your cookies or tracking elements for personalization or customization. Collection happens when you implicitly provide information by some means outside of our label scheme.
10135,6,121,The site collects your financial information for a basic service or feature. Collection happens when you explicitly provide information in an unspecified way.
10136,6,121,"Data transfer between user and website/app is encrypted, e.g., SSL, TLS, HTTPS."
10137,7,121,A user's information of a type not covered by our label scheme is retained for an unspecified duration to perform analytics or research.
10138,8,121,The site collects an information type outside of our label scheme for an unspecified purpose. Collection happens by an unnamed service or third party.
10139,8,121,"A user can access, edit, or delete personal information in an unspecified manner, within the scope of unspecified user information."
10140,9,121,The site collects your IP address or device IDs for a basic service or feature. Collection happens when you implicitly provide information on the website.
10141,9,121,An unnamed third party does collect on the first party website or app your IP address or device IDs for a basic service or feature.
10142,9,121,The site collects your website activities for a basic service or feature. Collection happens when you implicitly provide information on the website.
10143,9,121,The site collects your cookies or tracking elements for a basic service or feature. Collection happens when you implicitly provide information on the website.
10144,9,121,An unnamed third party does collect on the first party website or app your activities on the website or app for a basic service or feature.
10145,9,121,An unnamed third party does collect on the first party website or app your cookies or tracking elements for a basic service or feature.
10146,10,121,"You can opt in for the use of information of a type not covered by our label scheme by the site, which collects it for an additional (non-basic) service or feature."
10147,10,121,"You can opt in for the use of contact information by the site, which collects it for an additional (non-basic) service or feature."
10150,11,121,The site collects your contact information for an unspecified purpose. Collection happens in an unspecified way.
10149,12,121,The site collects your cookies or tracking elements for analytics or research. Collection happens in an unspecified way.
10151,13,121,"You can use privacy configuration settings (in your browser or on your device) to control the use of generic personal information by the site, which collects it for an unspecified purpose."
10152,14,121,A named third party does do something unspecified with your cookies or tracking elements for targeted advertising.
10153,15,121,An unnamed third party does do something unspecified with information about you not covered by our label scheme for analytics or research.
10154,15,121,An unnamed third party does do something unspecified with your activities on the website or app for marketing purposes. The data is aggregated or anonymized.
10155,16,121,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
10156,17,121,The site collects your generic personal information for personalization or customization. Collection happens in an unspecified way.
10157,17,121,The site collects your generic personal information for advertising. Collection happens in an unspecified way.
10158,18,121,"The site collects your generic personal information for analytics or research. Collection happens in an unspecified way, and your data is aggregated or anonymized."
10159,18,121,"The site collects your generic personal information for marketing purposes. Collection happens in an unspecified way, and your data is aggregated or anonymized. You can opt out using the provided link for the use of your information."
10161,19,121,The site collects your generic personal information for a basic service or feature. Collection happens in an unspecified way. You can configure your privacy using a method outside our label scheme for the collection of your information.
10162,20,121,A named third party does receive information about you not covered by our label scheme for targeted advertising. The data is aggregated or anonymized.
10163,21,121,An unnamed third party does receive your unspecified personal information for an unspecified purpose. The data is personally identifiable.
10164,22,121,An unnamed third party does receive your unspecified personal information for an unspecified purpose. The data is personally identifiable. You can opt in for data collection.
10165,23,121,A named third party does receive your contact information for a basic service or feature.
10169,24,121,An unnamed third party does receive your unspecified personal information for a basic service or feature. You can configure your privacy using a method outside our label scheme.
10171,25,121,An unnamed third party does receive your unspecified personal information for marketing purposes. You can opt out using the provided link.
10172,26,121,A named third party does receive your contact information for targeted advertising. You can opt out using the provided link.
10176,27,121,A named third party does do something unspecified with your unspecified personal information for a basic service or feature.
10177,27,121,An unnamed third party does do something unspecified with your unspecified personal information for a basic service or feature.
10181,28,121,A named third party does receive your contact information for an additional (non-basic) service or feature.
10179,29,121,An unspecified third party does receive your unspecified personal information for legal requirements.
10180,29,121,An unspecified third party does receive your unspecified personal information for service operations or security.
10182,30,121,A named third party does receive your contact information for a purpose outside of our label scheme.
10183,31,121,A named third party does receive your unspecified personal information for an unspecified purpose. You can configure your privacy using a method outside our label scheme for the collection or sharing of your information.
10184,32,121,An unnamed third party does receive your unspecified personal information for a basic service or feature.
10185,32,121,An unnamed third party does receive your unspecified personal information for personalization or customization.
10186,32,121,An unnamed third party does receive your unspecified personal information for targeted advertising.
10187,33,121,A named third party does do something unspecified with your activities on the website or app for targeted advertising. You can opt out using the provided link.
10188,33,121,A named third party does do something unspecified with your activities on the website or app for targeted advertising. You can opt out using the provided link.
10189,34,121,Another part of the company or institution does receive your unspecified personal information for a basic service or feature.
10190,34,121,Another part of the company or institution does receive your unspecified personal information for marketing purposes.
10191,35,121,An unnamed third party does receive your unspecified personal information for mergers or acquisitions.
10192,35,121,"When a change is made to the privacy policy as a result of a merger or acquisition, users are personally notified. Users' choices regarding policy changes are not mentioned or are unclear."
10193,35,121,"When a change is made to the privacy policy as a result of a merger or acquisition, users are notified when visiting the website. Users' choices regarding policy changes are not mentioned or are unclear."
10201,36,121,"Data transfer between user and website/app is encrypted, e.g., SSL, TLS, HTTPS."
10202,36,121,"Data is stored securely, e.g. in an encrypted format or database."
10203,37,121,"User authentication, e.g., login to a user account, is encrypted/secured."
10204,38,121,"A user can access, edit, or delete personal information in a manner not covered by our label scheme, within the scope of user information outside of our label scheme."
10205,38,121,"A user's generic personal information is retained for a limited (but unspecified) period of time to meet legal or law enforcement requirements, and then it is deleted.."
10206,39,121,Another part of the company or institution does receive your unspecified personal information for marketing purposes.
10207,39,121,The site collects your generic personal information for advertising. Collection happens by some means outside of our label scheme.
10208,40,121,An unnamed third party does receive your contact information for targeted advertising.
10209,41,121,"You can opt out (via a link) from the use of contact information by a third party, which uses it for advertising."
10210,42,121,The text does not fit into our label scheme.
10211,43,121,"A user can edit their information, within the scope of information the company has learned about the user."
10212,43,121,"A user can edit their information, within the scope of information explicitly provided by the user."
10213,43,121,"A user can edit their information, within the scope of user information outside of our label scheme."
10214,44,121,"A user can access, edit, or delete personal information in a manner not covered by our label scheme, within the scope of information explicitly provided by the user."
10215,44,121,"A user can edit their information, within the scope of information explicitly provided by the user."
10216,45,121,"You can opt out (via a link) from the use of contact information by the site, which uses it for a purpose outside of our label scheme."
10217,46,121,"You can use privacy configuration settings (in the website or app) to control the use of unspecified information by the site, which uses it for a basic service or feature."
10218,47,121,The policy makes a statement about how data from children is treated.
10219,48,121,The text describes a specific data practice that is not covered by our label scheme.
10220,49,121,The public does see your unspecified personal information for an unspecified purpose.
10200,50,121,The text describes a specific data practice that is not covered by our label scheme.
10199,51,121,"The policy makes specific provisions for international audiences, non-US citizens, or non-European citizens (e.g., about international data transfer)."
10198,52,121,The text does not fit into our label scheme.
