17980,0,129,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
17982,1,129,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
17983,1,129,The text does not fit into our label scheme.
17984,2,129,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
17985,3,129,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
17986,3,129,"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users' choices regarding policy changes are not mentioned or are unclear."
17987,4,129,The site collects your unspecified information for an unspecified purpose. Collection happens in an unspecified way for a user type outside of our label scheme.
17988,5,129,"The site collects your website activities for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized."
17989,5,129,"The site collects an information type outside of our label scheme for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized."
17990,5,129,"The site collects your IP address or device IDs for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized."
17991,5,129,"The site collects your computer information for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized."
17992,5,129,"The site collects your location information for an unspecified purpose. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized."
17993,6,129,"The site collects your unspecified information for service operations or security. Collection happens in an unspecified way, and your data is aggregated or anonymized."
17994,6,129,"The site collects your unspecified information for analytics or research. Collection happens in an unspecified way, and your data is aggregated or anonymized."
17995,6,129,A named third party does receive unspecified information about you for targeted advertising. The data is aggregated or anonymized.
17996,7,129,The site collects your cookies or tracking elements for analytics or research. Collection happens on the website.
17997,7,129,The site collects your cookies or tracking elements for a purpose outside of our label scheme. Collection happens on the website.
17998,7,129,The text describes a specific data practice that is not covered by our label scheme.
17999,8,129,The text does not fit into our label scheme.
18000,8,129,You can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by an unspecified party for personalization or customization.
18006,9,129,A named third party does do something outside of our label scheme with your cookies or tracking elements for analytics or research. The data is aggregated or anonymized. You can opt out by contacting the company.
18007,9,129,A named third party does do something outside of our label scheme with your demographic information for analytics or research. The data is aggregated or anonymized. You can opt out by contacting the company.
18008,9,129,A named third party does do something outside of our label scheme with your activities on the website or app for analytics or research. The data is aggregated or anonymized. You can opt out by contacting the company.
18009,9,129,"The site collects your cookies or tracking elements for analytics or research. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized. You can opt out by contacting the company."
18010,9,129,"The site collects your demographic information for analytics or research. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized. You can opt out by contacting the company."
18011,9,129,"The site collects your website activities for analytics or research. Collection happens when you implicitly provide information in an unspecified way, and your data is aggregated or anonymized. You can opt out by contacting the company."
18012,10,129,The website ignores Do Not Track headers and the user's Do Not Track preference.
18013,10,129,"You can use privacy configuration settings (in your browser or on your device) to control the use of information of a type not covered by our label scheme by the site, which collects it for an unspecified purpose."
18014,10,129,"You can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by the site, which collects it for an unspecified purpose."
18015,11,129,"The site collects an information type outside of our label scheme for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable."
18016,11,129,"The site collects your location information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable."
18017,11,129,"The site collects your demographic information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable."
18018,11,129,"The site collects your financial information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable."
18019,11,129,"The site collects your contact information for an unspecified purpose. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable."
18020,11,129,"The site collects your contact information for a basic service or feature. Collection happens when you explicitly provide information in an unspecified way for users with accounts, and your data is identifiable."
18021,12,129,The site collects your location information for an unspecified purpose. Collection happens in the mobile app. You can configure your privacy with browser settings for the collection and use of your information.
18022,13,129,The policy makes a statement about how data from children is treated.
18023,14,129,The text does not fit into our label scheme.
18024,14,129,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
18025,15,129,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
18026,15,129,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
18037,16,129,"The site collects your unspecified information for analytics or research. Collection happens in an unspecified way, and your data is aggregated or anonymized."
18038,17,129,The text describes a specific data practice that is not covered by our label scheme.
18540,18,129,"The site collects your unspecified information for an unspecified purpose. Collection happens by some means outside of our label scheme, and your data is identifiable."
18541,18,129,"You can opt in for the use of information of a type not covered by our label scheme by a third party, which collects or receives it for marketing purposes."
18542,18,129,"You can opt in for the use of information of a type not covered by our label scheme by the site, which uses it for marketing purposes."
18543,18,129,"You can opt in for the use of information of a type not covered by our label scheme by a third party, which uses it for marketing purposes."
18544,18,129,"You can opt out (by contacting the company) from the use of information of a type not covered by our label scheme by a third party, which uses it for marketing purposes."
18545,18,129,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
18546,18,129,An unnamed third party does receive your financial information for a basic service or feature.
18547,19,129,"You can opt in for the use of information of a type not covered by our label scheme by the site, which uses it for marketing purposes."
18548,19,129,"You can opt out (via a link) from the use of information of a type not covered by our label scheme by the site, which uses it for marketing purposes."
18539,20,129,A named third party does receive unspecified information about you for mergers or acquisitions. The data is personally identifiable.
18538,21,129,The site collects your demographic information for advertising. Collection happens in an unspecified way.
18549,22,129,The site collects your unspecified information for a purpose outside of our label scheme. Collection happens in an unspecified way for users with accounts.
18550,22,129,A named third party does collect on the first party website or app unspecified information about you for a purpose outside of our label scheme. This applies to users with accounts. You can opt in for data collection for the collection or sharing of your information.
18551,22,129,An unnamed third party does collect on the first party website or app unspecified information about you for a purpose outside of our label scheme. This applies to users with accounts. You can opt in for data collection for the collection or sharing of your information.
18552,24,129,An unspecified third party does receive information about you not covered by our label scheme for service operations or security.
18553,24,129,An unspecified third party does receive information about you not covered by our label scheme for legal requirements.
18554,24,129,An unspecified third party does receive information about you not covered by our label scheme for a purpose outside of our label scheme.
18555,24,129,A named third party does receive something that uniquely identifies you for legal requirements. The data is personally identifiable.
18556,25,129,The text describes a specific data practice that is not covered by our label scheme.
18035,26,129,Security measures are not mentioned or unclear.
18036,26,129,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
18031,27,129,"A user can edit their information, within the scope of user information outside of our label scheme."
18032,27,129,The text describes a specific data practice that is not covered by our label scheme.
18033,27,129,A user's unspecified information is retained for an unspecified duration to fulfill an unspecified purpose.
18034,27,129,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
18029,28,129,The text describes a specific data practice that is not covered by our label scheme.
18030,28,129,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
18028,29,129,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
18027,30,129,The text does not fit into our label scheme.
16191,0,131,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
16748,1,131,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
16749,1,131,"The policy makes generic security statements, e.g., ""we protect your data"" or ""we use technology/encryption to protect your data""."
16750,2,131,The site collects your unspecified information for an unspecified purpose. Collection happens in an unspecified way.
16751,2,131,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
16752,2,131,An unnamed third party does not receive your unspecified personal information for an unspecified purpose.
16753,3,131,"When a change of an unspecified nature is made to the privacy policy, the policy date is updated or information about the change is posted as part of the policy. Users' choices regarding policy changes are not mentioned or are unclear."
16754,3,131,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
16755,4,131,The site collects your unspecified information for an unspecified purpose. Collection happens in an unspecified way.
16756,5,131,"The site collects your unspecified information for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
16757,5,131,"The site collects your website activities for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
16758,5,131,"The site collects your IP address or device IDs for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
16759,5,131,"The site collects your computer information for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized."
16760,5,131,The text describes a specific data practice that is not covered by our label scheme.
16761,6,131,"The site collects your unspecified information for service operations or security. Collection happens in an unspecified way, and your data is aggregated or anonymized."
16762,6,131,"The site collects your unspecified information for analytics or research. Collection happens in an unspecified way, and your data is aggregated or anonymized."
16763,6,131,"The site collects your unspecified information for marketing purposes. Collection happens in an unspecified way, and your data is aggregated or anonymized."
16764,6,131,A named third party does do something unspecified with unspecified information about you for targeted advertising.
16765,7,131,The site collects your cookies or tracking elements for analytics or research. Collection happens by some means outside of our label scheme.
16766,7,131,The site collects your cookies or tracking elements for advertising. Collection happens in an unspecified way.
16767,7,131,The site collects your cookies or tracking elements for advertising. Collection happens by an unnamed service or third party.
16768,8,131,"The text introduces the policy, a section, or a group of practices, but it does not mention a specific practice."
16769,8,131,The site collects your cookies or tracking elements for personalization or customization. Collection happens in an unspecified way.
16770,8,131,You can make no specified choices about the use of cookies and tracking elements by an unspecified party for an unspecified purpose.
16771,9,131,The site collects your cookies or tracking elements for a purpose outside of our label scheme. Collection happens by some means outside of our label scheme.
16772,9,131,The site collects your cookies or tracking elements for advertising. Collection happens in an unspecified way.
16773,9,131,The site collects your cookies or tracking elements for analytics or research. Collection happens in an unspecified way.
16774,9,131,"The site collects your demographic information for analytics or research. Collection happens in an unspecified way, and your data is aggregated or anonymized."
16775,9,131,"The site collects your website activities for analytics or research. Collection happens in an unspecified way, and your data is aggregated or anonymized."
16776,9,131,An unnamed third party does do something outside of our label scheme with your cookies or tracking elements for targeted advertising.
16777,9,131,An unnamed third party does do something outside of our label scheme with your cookies or tracking elements for analytics or research.
16778,9,131,You can opt out (by contacting the company) from the use of cookies and tracking elements by an unspecified party for an unspecified purpose.
16779,10,131,The website ignores Do Not Track headers and the user's Do Not Track preference.
16780,10,131,You can use privacy configuration settings (in your browser or on your device) to control the use of cookies and tracking elements by an unspecified party for an unspecified purpose.
16781,11,131,"The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable."
16782,11,131,"The site collects your demographic information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable."
16783,11,131,"The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable."
16784,11,131,"The site collects your financial information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable."
16785,11,131,A named third party does do something outside of our label scheme with information about you not covered by our label scheme for an additional (non-basic) service or feature.
16786,11,131,The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way.
16787,12,131,The site collects your location information for an unspecified purpose. Collection happens in the mobile app. You can configure your privacy with browser settings.
16788,13,131,The policy makes a statement about how data from children is treated.
16789,14,131,The text describes a specific data practice that is not covered by our label scheme.
16790,14,131,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
16791,15,131,"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy."
16792,15,131,The text describes a specific data practice that is not covered by our label scheme.
16793,16,131,"The site collects your unspecified information for analytics or research. Collection happens in an unspecified way, and your data is aggregated or anonymized."
16794,16,131,A named third party does receive unspecified information about you for targeted advertising.
16795,16,131,Another part of the company or institution does receive unspecified information about you for an unspecified purpose.
16796,16,131,An unnamed third party does receive unspecified information about you for an unspecified purpose.
16797,16,131,An unnamed third party does receive unspecified information about you for a purpose outside of our label scheme. The data is aggregated or anonymized.
16798,17,131,The text describes a specific data practice that is not covered by our label scheme.
16799,18,131,"The site collects your generic personal information for an unspecified purpose. Collection happens by some means outside of our label scheme, and your data is aggregated or anonymized."
