5751,test_category_labeling_highlight,84,3731,0,Third Party Sharing/Collection,"{""Third Party Entity"": {""endIndexInSegment"": 312, ""startIndexInSegment"": 306, ""selectedText"": ""anyone"", ""value"": ""Unnamed third party""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""endIndexInSegment"": 220, ""startIndexInSegment"": 213, ""selectedText"": ""does no"", ""value"": ""Does Not""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action Third Party"": {""endIndexInSegment"": 226, ""startIndexInSegment"": 222, ""selectedText"": ""sell"", ""value"": ""Receive/Shared with""}}",10/27/07,http://www.uptodate.com/home/privacy-policy
6632,test_category_labeling_highlight,88,3731,0,Third Party Sharing/Collection,"{""Third Party Entity"": {""endIndexInSegment"": 313, ""startIndexInSegment"": 204, ""selectedText"": ""UpToDate does not sell or otherwise share subscribers' or website visitors' personal information with anyone."", ""value"": ""Unnamed third party""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 300, ""startIndexInSegment"": 280, ""selectedText"": ""personal information"", ""value"": ""Generic personal information""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": 300, ""startIndexInSegment"": 280, ""selectedText"": ""personal information"", ""value"": ""Identifiable""}, ""Does/Does Not"": {""endIndexInSegment"": 313, ""startIndexInSegment"": 204, ""selectedText"": ""UpToDate does not sell or otherwise share subscribers' or website visitors' personal information with anyone."", ""value"": ""Does Not""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action Third Party"": {""endIndexInSegment"": 313, ""startIndexInSegment"": 204, ""selectedText"": ""UpToDate does not sell or otherwise share subscribers' or website visitors' personal information with anyone."", ""value"": ""Receive/Shared with""}}",10/27/07,http://www.uptodate.com/home/privacy-policy
7386,test_category_labeling_highlight,82,3731,0,Other,"{""Other Type"": {""endIndexInSegment"": 313, ""startIndexInSegment"": 41, ""selectedText"": ""UpToDate, Inc. is very sensitive to the privacy needs of its website visitors and subscribers and is wholly committed to maintaining privacy at the highest level. UpToDate does not sell or otherwise share subscribers' or website visitors' personal information with anyone."", ""value"": ""Introductory/Generic""}}",10/27/07,http://www.uptodate.com/home/privacy-policy
7387,test_category_labeling_highlight,82,3731,0,Third Party Sharing/Collection,"{""Third Party Entity"": {""endIndexInSegment"": 312, ""startIndexInSegment"": 307, ""selectedText"": ""nyone"", ""value"": ""Unnamed third party""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 300, ""startIndexInSegment"": 280, ""selectedText"": ""personal information"", ""value"": ""Generic personal information""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""endIndexInSegment"": 221, ""startIndexInSegment"": 213, ""selectedText"": ""does not"", ""value"": ""Does Not""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action Third Party"": {""endIndexInSegment"": 245, ""startIndexInSegment"": 213, ""selectedText"": ""does not sell or otherwise share"", ""value"": ""Receive/Shared with""}}",10/27/07,http://www.uptodate.com/home/privacy-policy
7388,test_category_labeling_highlight,82,3731,0,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 226, ""startIndexInSegment"": 222, ""selectedText"": ""sell"", ""value"": ""Other""}, ""Personal Information Type"": {""endIndexInSegment"": 300, ""startIndexInSegment"": 280, ""selectedText"": ""personal information"", ""value"": ""Generic personal information""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""endIndexInSegment"": 221, ""startIndexInSegment"": 213, ""selectedText"": ""does not"", ""value"": ""Does Not""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": 226, ""startIndexInSegment"": 222, ""selectedText"": ""sell"", ""value"": ""Other""}}",10/27/07,http://www.uptodate.com/home/privacy-policy
C1074,test_category_labeling_highlight,88,3731,1,Other,"{""Other Type"": {""endIndexInSegment"": 98, ""startIndexInSegment"": 0, ""selectedText"": ""To better understand UpToDate's online privacy policies, please read the following Privacy Policy."", ""value"": ""Introductory/Generic""}}",10/27/07,http://www.uptodate.com/home/privacy-policy
5753,test_category_labeling_highlight,84,3731,2,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 61, ""startIndexInSegment"": 48, ""selectedText"": ""automatically"", ""value"": ""Implicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 70, ""startIndexInSegment"": 62, ""selectedText"": ""collects"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 165, ""startIndexInSegment"": 120, ""selectedText"": ""such as your name, address, or e-mail address"", ""value"": ""Unspecified""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": 115, ""startIndexInSegment"": 105, ""selectedText"": ""identifies"", ""value"": ""Identifiable""}, ""Does/Does Not"": {""endIndexInSegment"": 47, ""startIndexInSegment"": 42, ""selectedText"": ""never"", ""value"": ""Does Not""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",10/27/07,http://www.uptodate.com/home/privacy-policy
5754,test_category_labeling_highlight,84,3731,2,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 222, ""startIndexInSegment"": 211, ""selectedText"": ""voluntarily"", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 70, ""startIndexInSegment"": 62, ""selectedText"": ""collects"", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 165, ""startIndexInSegment"": 120, ""selectedText"": ""such as your name, address, or e-mail address"", ""value"": ""Unspecified""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": 115, ""startIndexInSegment"": 105, ""selectedText"": ""identifies"", ""value"": ""Identifiable""}, ""Does/Does Not"": {""endIndexInSegment"": 196, ""startIndexInSegment"": 187, ""selectedText"": ""collected"", ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": 269, ""startIndexInSegment"": 237, ""selectedText"": ""part of the subscription process"", ""value"": ""User with account""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",10/27/07,http://www.uptodate.com/home/privacy-policy
6634,test_category_labeling_highlight,88,3731,2,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 61, ""startIndexInSegment"": 48, ""selectedText"": ""automatically"", ""value"": ""Implicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 166, ""startIndexInSegment"": 33, ""selectedText"": ""UpToDate never automatically collects any information that specifically identifies you such as your name, address, or e-mail address."", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 115, ""startIndexInSegment"": 71, ""selectedText"": ""any information that specifically identifies"", ""value"": ""Generic personal information""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": 115, ""startIndexInSegment"": 71, ""selectedText"": ""any information that specifically identifies"", ""value"": ""Identifiable""}, ""Does/Does Not"": {""endIndexInSegment"": 166, ""startIndexInSegment"": 33, ""selectedText"": ""UpToDate never automatically collects any information that specifically identifies you such as your name, address, or e-mail address."", ""value"": ""Does Not""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",10/27/07,http://www.uptodate.com/home/privacy-policy
6635,test_category_labeling_highlight,88,3731,2,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 297, ""startIndexInSegment"": 167, ""selectedText"": ""This information is collected only when you voluntarily provide it as part of the subscription process (\""Subscriber Information\"")."", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""endIndexInSegment"": 297, ""startIndexInSegment"": 167, ""selectedText"": ""This information is collected only when you voluntarily provide it as part of the subscription process (\""Subscriber Information\"")."", ""value"": ""Collect on website""}, ""Personal Information Type"": {""endIndexInSegment"": 119, ""startIndexInSegment"": 76, ""selectedText"": ""nformation that specifically identifies you"", ""value"": ""Generic personal information""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": 119, ""startIndexInSegment"": 75, ""selectedText"": ""information that specifically identifies you"", ""value"": ""Identifiable""}, ""Does/Does Not"": {""endIndexInSegment"": 297, ""startIndexInSegment"": 167, ""selectedText"": ""This information is collected only when you voluntarily provide it as part of the subscription process (\""Subscriber Information\"")."", ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": 269, ""startIndexInSegment"": 234, ""selectedText"": ""as part of the subscription process"", ""value"": ""Basic service/feature""}}",10/27/07,http://www.uptodate.com/home/privacy-policy
