14811,test_category_labeling_highlight_fordham_aaaaa,121,3845,0,Other,"{""Other Type"": {""selectedText"": ""TED encourages our community to discover and share ideas with one another. While gathering information about the people who use the site is an important part of the TED.com experience, we take your privacy very seriously, and make every effort to safeguard your personal data. This privacy policy is intended to inform you of what information we collect, how this information is used, and what steps we take to protect this information. If you have any questions or concerns about our privacy policy and protections, please contact us."", ""startIndexInSegment"": 25, ""endIndexInSegment"": 565, ""value"": ""Introductory/Generic""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
14171,test_category_labeling_highlight_fordham_bbbbb,116,3845,0,Other,"{""Other Type"": {""endIndexInSegment"": 208, ""startIndexInSegment"": 25, ""selectedText"": ""TED encourages our community to discover and share ideas with one another. While gathering information about the people who use the site is an important part of the TED.com experience"", ""value"": ""Introductory/Generic""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
14172,test_category_labeling_highlight_fordham_bbbbb,116,3845,0,Data Security,"{""Security Measure"": {""endIndexInSegment"": 301, ""startIndexInSegment"": 210, ""selectedText"": ""we take your privacy very seriously, and make every effort to safeguard your personal data."", ""value"": ""Generic""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
19990,test_category_labeling_highlight_fordham_ddddd,118,3845,0,Other,"{""Other Type"": {""selectedText"": ""TED encourages our community to discover and share ideas with one another. While gathering information about the people who use the site is an important part of the TED.com experience, we take your privacy very seriously, and make every effort to safeguard your personal data. This privacy policy is intended to inform you of what information we collect, how this information is used, and what steps we take to protect this information. If you have any questions or concerns about our privacy policy and protections, please contact us."", ""startIndexInSegment"": 25, ""endIndexInSegment"": 560, ""value"": ""Introductory/Generic""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
14812,test_category_labeling_highlight_fordham_aaaaa,121,3845,1,First Party Collection/Use,"{""Collection Mode"": {""selectedText"": ""Personal information that you directly provide to us, which includes information you supply when you register an account with us"", ""startIndexInSegment"": 79, ""endIndexInSegment"": 207, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""Personal information"", ""startIndexInSegment"": 79, ""endIndexInSegment"": 99, ""value"": ""Generic personal information""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""We collect"", ""startIndexInSegment"": 42, ""endIndexInSegment"": 52, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
14813,test_category_labeling_highlight_fordham_aaaaa,121,3845,1,First Party Collection/Use,"{""Collection Mode"": {""selectedText"": ""Automatically collected"", ""startIndexInSegment"": 214, ""endIndexInSegment"": 237, ""value"": ""Implicit""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""non-personal information"", ""startIndexInSegment"": 239, ""endIndexInSegment"": 263, ""value"": ""Other""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""We collect"", ""startIndexInSegment"": 42, ""endIndexInSegment"": 52, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
14814,test_category_labeling_highlight_fordham_aaaaa,121,3845,1,First Party Collection/Use,"{""Collection Mode"": {""selectedText"": ""Automatically collected"", ""startIndexInSegment"": 214, ""endIndexInSegment"": 237, ""value"": ""Implicit""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""gathered as you use TED.com"", ""startIndexInSegment"": 301, ""endIndexInSegment"": 328, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""tracking information"", ""startIndexInSegment"": 280, ""endIndexInSegment"": 300, ""value"": ""Cookies and tracking elements""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""We collect"", ""startIndexInSegment"": 42, ""endIndexInSegment"": 52, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
14173,test_category_labeling_highlight_fordham_bbbbb,116,3845,1,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 208, ""startIndexInSegment"": 100, ""selectedText"": ""that you directly provide to us, which includes information you supply when you register an account with us."", ""value"": ""Explicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Action First-Party"": {""endIndexInSegment"": 52, ""startIndexInSegment"": 42, ""selectedText"": ""We collect"", ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 99, ""startIndexInSegment"": 79, ""selectedText"": ""Personal information"", ""value"": ""Generic personal information""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Identifiability"": {""endIndexInSegment"": 87, ""startIndexInSegment"": 79, ""selectedText"": ""Personal"", ""value"": ""Unspecified""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Purpose"": {""endIndexInSegment"": 208, ""startIndexInSegment"": 79, ""selectedText"": ""Personal information that you directly provide to us, which includes information you supply when you register an account with us."", ""value"": ""Unspecified""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
14174,test_category_labeling_highlight_fordham_bbbbb,116,3845,1,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": 329, ""startIndexInSegment"": 214, ""selectedText"": ""Automatically collected, non-personal information, which includes tracking information gathered as you use TED.com."", ""value"": ""Implicit""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Action First-Party"": {""endIndexInSegment"": 52, ""startIndexInSegment"": 42, ""selectedText"": ""We collect"", ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 263, ""startIndexInSegment"": 239, ""selectedText"": ""non-personal information"", ""value"": ""Unspecified""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Identifiability"": {""endIndexInSegment"": 251, ""startIndexInSegment"": 239, ""selectedText"": ""non-personal"", ""value"": ""Unspecified""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Purpose"": {""endIndexInSegment"": 329, ""startIndexInSegment"": 214, ""selectedText"": ""Automatically collected, non-personal information, which includes tracking information gathered as you use TED.com."", ""value"": ""Unspecified""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
19991,test_category_labeling_highlight_fordham_ddddd,118,3845,1,First Party Collection/Use,"{""Collection Mode"": {""selectedText"": ""that you directly provide to us,"", ""startIndexInSegment"": 100, ""endIndexInSegment"": 132, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""provide"", ""startIndexInSegment"": 118, ""endIndexInSegment"": 125, ""value"": ""Collection""}, ""Action First-Party"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""Personal information"", ""startIndexInSegment"": 79, ""endIndexInSegment"": 99, ""value"": ""Generic personal information""}, ""Choice Type"": {""selectedText"": ""you directly provide"", ""startIndexInSegment"": 105, ""endIndexInSegment"": 125, ""value"": ""Opt-in""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""We collect"", ""startIndexInSegment"": 42, ""endIndexInSegment"": 52, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
19992,test_category_labeling_highlight_fordham_ddddd,118,3845,1,First Party Collection/Use,"{""Collection Mode"": {""selectedText"": ""information you supply"", ""startIndexInSegment"": 148, ""endIndexInSegment"": 170, ""value"": ""Explicit""}, ""Choice Scope"": {""selectedText"": ""provide"", ""startIndexInSegment"": 118, ""endIndexInSegment"": 125, ""value"": ""Collection""}, ""Action First-Party"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""Personal information"", ""startIndexInSegment"": 79, ""endIndexInSegment"": 99, ""value"": ""Generic personal information""}, ""Choice Type"": {""selectedText"": ""information you supply"", ""startIndexInSegment"": 148, ""endIndexInSegment"": 170, ""value"": ""Opt-in""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""We collect"", ""startIndexInSegment"": 42, ""endIndexInSegment"": 52, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""account"", ""startIndexInSegment"": 192, ""endIndexInSegment"": 199, ""value"": ""User with account""}, ""Purpose"": {""selectedText"": ""when you register an account with us."", ""startIndexInSegment"": 171, ""endIndexInSegment"": 208, ""value"": ""Basic service/feature""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
19993,test_category_labeling_highlight_fordham_ddddd,118,3845,1,First Party Collection/Use,"{""Collection Mode"": {""selectedText"": ""Automatically collected,"", ""startIndexInSegment"": 214, ""endIndexInSegment"": 238, ""value"": ""Implicit""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""information,"", ""startIndexInSegment"": 252, ""endIndexInSegment"": 264, ""value"": ""Unspecified""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""non-personal"", ""startIndexInSegment"": 239, ""endIndexInSegment"": 251, ""value"": ""Aggregated or anonymized""}, ""Does/Does Not"": {""selectedText"": ""We collect"", ""startIndexInSegment"": 42, ""endIndexInSegment"": 52, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
19994,test_category_labeling_highlight_fordham_ddddd,118,3845,1,First Party Collection/Use,"{""Collection Mode"": {""selectedText"": ""Automatically collected,"", ""startIndexInSegment"": 214, ""endIndexInSegment"": 238, ""value"": ""Implicit""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""gathered as you use TED.com."", ""startIndexInSegment"": 301, ""endIndexInSegment"": 329, ""value"": ""Collect on website""}, ""Personal Information Type"": {""selectedText"": ""tracking information"", ""startIndexInSegment"": 280, ""endIndexInSegment"": 300, ""value"": ""Cookies and tracking elements""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""non-personal"", ""startIndexInSegment"": 239, ""endIndexInSegment"": 251, ""value"": ""Aggregated or anonymized""}, ""Does/Does Not"": {""selectedText"": ""We collect"", ""startIndexInSegment"": 42, ""endIndexInSegment"": 52, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
C1039,test_category_labeling_highlight_fordham_ddddd,118,3845,2,First Party Collection/Use,"{""Collection Mode"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""this information"", ""startIndexInSegment"": 11, ""endIndexInSegment"": 27, ""value"": ""Unspecified""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""to help customize your TED.com experience"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 69, ""value"": ""Personalization/Customization""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
14175,test_category_labeling_highlight_fordham_bbbbb,116,3845,2,First Party Collection/Use,"{""Collection Mode"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Action First-Party"": {""endIndexInSegment"": 26, ""startIndexInSegment"": 11, ""selectedText"": ""this informatio"", ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 27, ""startIndexInSegment"": 16, ""selectedText"": ""information"", ""value"": ""Unspecified""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Identifiability"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Purpose"": {""endIndexInSegment"": 115, ""startIndexInSegment"": 28, ""selectedText"": ""to help customize your TED.com experience based on your previous activities on TED.com."", ""value"": ""Personalization/Customization""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
19996,test_category_labeling_highlight_fordham_ddddd,118,3845,2,First Party Collection/Use,"{""Collection Mode"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Choice Scope"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action First-Party"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""based on your previous activities on TED.com."", ""startIndexInSegment"": 70, ""endIndexInSegment"": 115, ""value"": ""User online activities""}, ""Choice Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Does/Does Not"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Does""}, ""User Type"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""selectedText"": ""to help customize your TED.com experience"", ""startIndexInSegment"": 28, ""endIndexInSegment"": 69, ""value"": ""Personalization/Customization""}}",Not specified,https://www.ted.com/about/our-organization/our-policies-terms/privacy-policy
