C641,test_category_labeling_highlight_fordham_ddddd,118,3715,0,Other,"{""Other Type"": {""selectedText"": ""OpenSecrets.org Privacy Policy"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 30, ""value"": ""Introductory/Generic""}}",7/10/14,https://www.opensecrets.org/about/policy.php
C642,test_category_labeling_highlight_upitt,103,3715,1,Other,"{""Other Type"": {""endIndexInSegment"": 157, ""startIndexInSegment"": 0, ""selectedText"": ""The Center for Responsive Politics (CRP) takes your privacy very seriously. CRP is the sole owner of the information collected from users on OpenSecrets.org."", ""value"": ""Introductory/Generic""}}",7/10/14,https://www.opensecrets.org/about/policy.php
8552,test_category_labeling_highlight_upitt,95,3715,2,Third Party Sharing/Collection,"{""Third Party Entity"": {""endIndexInSegment"": 89, ""startIndexInSegment"": 76, ""selectedText"": ""third parties"", ""value"": ""Unnamed third party""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 68, ""startIndexInSegment"": 33, ""selectedText"": ""personally identifiable information"", ""value"": ""Generic personal information""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": 68, ""startIndexInSegment"": 33, ""selectedText"": ""personally identifiable information"", ""value"": ""Identifiable""}, ""Does/Does Not"": {""endIndexInSegment"": 12, ""startIndexInSegment"": 4, ""selectedText"": ""will not"", ""value"": ""Does Not""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action Third Party"": {""endIndexInSegment"": 18, ""startIndexInSegment"": 13, ""selectedText"": ""share"", ""value"": ""Receive/Shared with""}}",7/10/14,https://www.opensecrets.org/about/policy.php
8553,test_category_labeling_highlight_upitt,95,3715,2,Third Party Sharing/Collection,"{""Third Party Entity"": {""endIndexInSegment"": 89, ""startIndexInSegment"": 76, ""selectedText"": ""third parties"", ""value"": ""Unnamed third party""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 68, ""startIndexInSegment"": 33, ""selectedText"": ""personally identifiable information"", ""value"": ""Generic personal information""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Identifiability"": {""endIndexInSegment"": 68, ""startIndexInSegment"": 33, ""selectedText"": ""personally identifiable information"", ""value"": ""Identifiable""}, ""Does/Does Not"": {""endIndexInSegment"": 12, ""startIndexInSegment"": 4, ""selectedText"": ""will not"", ""value"": ""Does Not""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Action Third Party"": {""endIndexInSegment"": 32, ""startIndexInSegment"": 20, ""selectedText"": ""rent or sell"", ""value"": ""Other""}}",7/10/14,https://www.opensecrets.org/about/policy.php
8554,test_category_labeling_highlight_upitt,95,3715,2,User Choice/Control,"{""Choice Type"": {""endIndexInSegment"": 170, ""startIndexInSegment"": 164, ""selectedText"": ""opt-in"", ""value"": ""Opt-in""}, ""Choice Scope"": {""endIndexInSegment"": 141, ""startIndexInSegment"": 110, ""selectedText"": ""sent marketing materials by CRP"", ""value"": ""First party use""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Purpose"": {""endIndexInSegment"": 134, ""startIndexInSegment"": 115, ""selectedText"": ""marketing materials"", ""value"": ""Marketing""}, ""Personal Information Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",7/10/14,https://www.opensecrets.org/about/policy.php
10307,test_category_labeling_highlight_upitt,103,3715,2,Third Party Sharing/Collection,"{""Third Party Entity"": {""endIndexInSegment"": 91, ""startIndexInSegment"": 72, ""selectedText"": ""any third parties ."", ""value"": ""Unnamed third party""}, ""Choice Scope"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Purpose"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""endIndexInSegment"": 68, ""startIndexInSegment"": 33, ""selectedText"": ""personally identifiable information"", ""value"": ""Generic personal information""}, ""Choice Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Identifiability"": {""endIndexInSegment"": 68, ""startIndexInSegment"": 33, ""selectedText"": ""personally identifiable information"", ""value"": ""Identifiable""}, ""Does/Does Not"": {""endIndexInSegment"": 91, ""startIndexInSegment"": 0, ""selectedText"": ""CRP will not share, rent or sell personally identifiable information to any third parties ."", ""value"": ""Does Not""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Action Third Party"": {""endIndexInSegment"": 32, ""startIndexInSegment"": 13, ""selectedText"": ""share, rent or sell"", ""value"": ""Other""}}",7/10/14,https://www.opensecrets.org/about/policy.php
10308,test_category_labeling_highlight_upitt,103,3715,2,User Choice/Control,"{""Choice Type"": {""endIndexInSegment"": 171, ""startIndexInSegment"": 164, ""selectedText"": ""opt-in."", ""value"": ""Opt-in""}, ""Choice Scope"": {""endIndexInSegment"": 171, ""startIndexInSegment"": 92, ""selectedText"": ""You will never be sent marketing materials by CRP unless you explicitly opt-in."", ""value"": ""First party use""}, ""User Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""not-selected""}, ""Purpose"": {""endIndexInSegment"": 134, ""startIndexInSegment"": 110, ""selectedText"": ""sent marketing materials"", ""value"": ""Marketing""}, ""Personal Information Type"": {""endIndexInSegment"": -1, ""startIndexInSegment"": -1, ""value"": ""Unspecified""}}",7/10/14,https://www.opensecrets.org/about/policy.php
25419,test_category_labeling_highlight_fordham_ddddd,118,3715,2,Third Party Sharing/Collection,"{""Third Party Entity"": {""selectedText"": ""to any third parties ."", ""startIndexInSegment"": 69, ""endIndexInSegment"": 91, ""value"": ""Unnamed third party""}, ""Choice Scope"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""not-selected""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""personally identifiable information"", ""startIndexInSegment"": 33, ""endIndexInSegment"": 68, ""value"": ""Generic personal information""}, ""Choice Type"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""not-selected""}, ""Identifiability"": {""selectedText"": ""identifiable"", ""startIndexInSegment"": 44, ""endIndexInSegment"": 56, ""value"": ""Identifiable""}, ""Does/Does Not"": {""selectedText"": ""CRP will not"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 12, ""value"": ""Does Not""}, ""User Type"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""not-selected""}, ""Action Third Party"": {""selectedText"": ""share,"", ""startIndexInSegment"": 13, ""endIndexInSegment"": 19, ""value"": ""Receive/Shared with""}}",7/10/14,https://www.opensecrets.org/about/policy.php
25420,test_category_labeling_highlight_fordham_ddddd,118,3715,2,Third Party Sharing/Collection,"{""Third Party Entity"": {""selectedText"": ""to any third parties ."", ""startIndexInSegment"": 69, ""endIndexInSegment"": 91, ""value"": ""Unnamed third party""}, ""Choice Scope"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""not-selected""}, ""Purpose"": {""selectedText"": ""Not selected"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""Unspecified""}, ""Personal Information Type"": {""selectedText"": ""personally identifiable information"", ""startIndexInSegment"": 33, ""endIndexInSegment"": 68, ""value"": ""Generic personal information""}, ""Choice Type"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""not-selected""}, ""Identifiability"": {""selectedText"": ""identifiable"", ""startIndexInSegment"": 44, ""endIndexInSegment"": 56, ""value"": ""Identifiable""}, ""Does/Does Not"": {""selectedText"": ""CRP will not"", ""startIndexInSegment"": 0, ""endIndexInSegment"": 12, ""value"": ""Does Not""}, ""User Type"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""not-selected""}, ""Action Third Party"": {""selectedText"": ""rent or sell"", ""startIndexInSegment"": 20, ""endIndexInSegment"": 32, ""value"": ""Other""}}",7/10/14,https://www.opensecrets.org/about/policy.php
25421,test_category_labeling_highlight_fordham_ddddd,118,3715,2,First Party Collection/Use,"{""Collection Mode"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""not-selected""}, ""Choice Scope"": {""selectedText"": ""sent marketing materials by CRP unless you explicitly opt-in."", ""startIndexInSegment"": 110, ""endIndexInSegment"": 171, ""value"": ""Use""}, ""Action First-Party"": {""selectedText"": ""sent marketing materials by CRP"", ""startIndexInSegment"": 110, ""endIndexInSegment"": 141, ""value"": ""Other""}, ""Personal Information Type"": {""selectedText"": ""sent marketing materials"", ""startIndexInSegment"": 110, ""endIndexInSegment"": 134, ""value"": ""Contact""}, ""Choice Type"": {""selectedText"": ""unless you explicitly opt-in."", ""startIndexInSegment"": 142, ""endIndexInSegment"": 171, ""value"": ""Opt-in""}, ""Identifiability"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""not-selected""}, ""Does/Does Not"": {""selectedText"": ""You will never be sent marketing materials by CRP"", ""startIndexInSegment"": 92, ""endIndexInSegment"": 141, ""value"": ""Does Not""}, ""User Type"": {""selectedText"": ""null"", ""startIndexInSegment"": -1, ""endIndexInSegment"": -1, ""value"": ""not-selected""}, ""Purpose"": {""selectedText"": ""marketing"", ""startIndexInSegment"": 115, ""endIndexInSegment"": 124, ""value"": ""Marketing""}}",7/10/14,https://www.opensecrets.org/about/policy.php
